Unnamed: 0,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
EC Electronics,61578,--,10689,66009,--,--,--,--,--,62320,--,88242,64368,89482,--,60221,--,60748,21967,--,--,17280,--,--
IE Info.Science,56675,--,--,61309,75227,68203,89113,--,--,65970,--,--,60708,--,--,53779,54677,56566,23970,--,25117,22161,--,273154
ME Mechanical,3628,--,--,152646,--,--,--,--,--,--,--,--,--,--,--,1796,12036,19802,27327,--,--,--,--,--
BM Bio Medical,3804,--,--,96664,--,1206,91379,--,--,69346,3623,--,95263,--,--,58246,--,80173,10080,--,15971,70823,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,71015,--,--,64548,--,64796,56980,--,--,56978,--,--,57368,--,60357,54373,63565,58262,13743,15849,14728,14200,--,161553
EC Electronics,--,--,--,87544,--,96305,112011,--,--,81536,--,--,87706,--,--,77835,87223,84142,16877,--,18832,11814,--,--
EE Electrical,0950,--,--,111821,13493,--,103815,--,99013,03240,--,109440,06645,--,--,0307,11182,10756,13196,--,--,18383,--,--
ME Mechanical,9100,--,--,180688,--,--,--,--,--,--,--,--,--,--,--,4679,--,19295,23169,--,--,26125,--,--
AI ArtificialIntelligence,18043,--,20206,15778,22854,17407,25179,--,32288,11487,--,15319,11905,23484,15506,11070,22226,14887,61088,86654,87414,57141,83393,75772
CB Comp. Sc. andBus Sys.,18636,--,--,18261,--,22256,19759,--,--,13324,--,--,12174,--,--,11540,24302,17008,67171,--,80858,60047,--,--
CE Civil,88208,--,--,100578,61978,3513,--,--,--,75684,--,--,77394,--,--,75173,--,88606,14301,--,--,82070,--,165150
CS Computers,16365,25952,19262,13118,20805,17336,17304,27338,25748,9920,20070,13756,10208,19456,13871,8730,19116,13026,53338,59365,67597,53137,58416,66429
EC Electronics,17385,--,--,18852,25247,21520,27113,--,--,13211,--,--,13045,--,17647,11698,23315,17535,69679,85268,89136,66199,--,90956
EE Electrical,26851,--,51935,31346,--,--,41064,--,--,22921,--,37232,25642,--,--,20237,32991,34366,90280,12585,--,91406,--,--
ET Elec.Telecommn. Engg.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,68263,--,--,68546,--,--,50963,--,--,49161,--,--,37817,66058,66638,16641,--,--,14032,--,--
AI ArtificialIntelligence,92038,--,--,85873,--,--,90346,--,--,79724,--,--,81566,--,--,79684,--,81098,12093,--,19448,13522,22479,246054
CE Civil,--,--,--,193700,--,--,--,--,--,--,--,--,74815,--,--,6656,20317,19495,23725,--,--,24007,--,--
CS Computers,93720,--,--,92072,02417,97324,90396,--,--,77269,--,--,77121,--,86692,74661,80519,79779,17933,18929,18721,15085,--,157947
EC Electronics,--,--,98327,86250,--,--,119996,--,--,86529,--,--,--,--,--,83005,--,--,15822,26480,--,--,--,--
IE Info.Science,95459,--,--,96470,--,97348,114983,--,--,89127,--,--,90135,--,--,85916,10518,88846,19944,--,24099,16545,--,--
ME Mechanical,0565,--,--,177540,--,--,--,--,--,--,--,206959,--,--,--,7533,--,18669,24522,--,--,25805,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BB B Tech in EC,89193,--,--,92922,--,--,--,--,--,75841,--,--,--,--,--,43461,68468,74138,10391,--,18325,13685,--,--
BG B Tech in AD,--,--,--,65873,--,--,63023,--,--,62226,--,--,--,--,--,26416,--,99160,11659,--,--,--,--,--
BJ B Tech in EE,--,--,--,108340,--,--,--,--,80840,--,--,--,--,--,--,82349,--,--,14347,--,--,11747,--,--
BK B Tech in EN,4353,--,--,142238,--,--,--,--,--,--,--,--,--,--,--,12372,--,21311,22147,--,--,--,--,--
BP B Tech in CE,--,--,--,165625,85040,--,--,--,--,--,--,--,32983,--,--,10687,--,15003,16096,--,--,23229,--,--
BW B Tech in CS,34954,--,--,64485,--,76382,--,--,--,86383,--,--,47863,--,--,32314,48320,51199,70655,--,11756,82302,--,--
CD Computer Sc.and Design,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DB B Tech in ME,--,--,--,140826,--,--,74679,--,--,--,--,--,61438,--,--,11804,--,13251,20599,24641,--,--,--,--
ZM B.TECH INCOMP.SCI. DESI.,--,--,--,72530,--,--,66833,--,--,--,--,--,--,--,1314,50685,--,--,17407,--,--,--,--,--
AI ArtificialIntelligence,35597,--,--,22125,--,26831,28110,--,--,--,--,--,24552,--,--,20340,27492,26003,98155,--,14326,37342,--,--
CB Comp. Sc. andBus Sys.,--,--,--,37733,--,--,37126,--,69875,--,--,--,34135,--,--,32083,37529,33195,14653,--,22833,12157,--,--
CE Civil,--,--,--,151529,--,--,58793,--,--,--,--,258268,45239,--,--,11610,--,17762,19760,--,--,19782,--,--
CS Computers,26572,--,34615,23449,29304,30620,20012,--,--,24672,--,--,18784,--,24883,16844,21636,22194,88233,10717,15897,84305,--,94781
DS Comp. Sc. Engg-Data Sc.,39562,--,--,26890,--,34090,--,--,--,25242,--,--,25163,42932,30847,22823,--,27138,13482,--,--,60955,--,--
EC Electronics,46947,--,--,41644,44480,45225,64613,--,--,33284,--,--,34287,--,--,32404,43376,36468,15972,--,23942,13386,--,209095
EE Electrical,--,--,--,81001,--,--,87620,--,89869,74263,--,--,72835,--,--,51716,--,73274,18858,--,24580,14034,23537,--
ME Mechanical,5717,--,--,165040,--,70830,30559,--,--,66824,--,--,30596,--,--,12883,13356,14410,23369,--,27308,--,--,--
"AD ArtificialIntel, Data Sc",0766,--,--,95525,--,18262,79836,--,--,--,--,--,84610,03804,--,79810,--,89726,17266,--,17873,14510,--,--
AI ArtificialIntelligence,0687,--,--,96332,--,02909,87817,--,33888,86454,--,--,84551,--,--,82091,99002,85475,16659,--,--,10787,--,--
CE Civil,0291,--,27002,190078,--,--,--,--,--,--,--,--,--,--,--,16037,--,16821,20228,--,--,21957,26987,--
CS Computers,0045,--,--,92660,94505,02618,86743,--,--,80470,--,--,78220,--,86728,72916,84600,82110,13037,14815,16103,13608,--,147212
EC Electronics,1576,--,--,109012,19681,14121,07244,--,--,99028,--,--,01653,--,0625,98717,10924,10372,17660,--,19668,18004,--,206762
EE Electrical,--,--,--,115265,--,--,17861,--,65487,--,--,--,--,--,--,10344,--,11297,21084,--,--,12145,--,--
IE Info.Science,1517,15027,--,99496,--,17246,01670,--,--,91412,--,--,90599,--,--,88997,--,99245,17715,--,23099,13454,--,--
ME Mechanical,--,--,--,169933,--,--,--,--,--,--,--,213826,60365,--,--,15889,--,19646,22969,--,--,20282,--,--
ZU CYBER SECURITY,1946,--,--,113462,--,--,07413,--,--,98871,--,--,99834,--,--,94712,10534,10046,14598,16755,17193,17746,--,223201
AI ArtificialIntelligence,--,16300,--,110851,--,--,--,--,54592,--,--,--,92909,--,--,72070,--,93575,12415,--,--,22225,--,--
CE Civil,8762,--,--,231247,58691,69495,55915,--,--,98192,--,--,67786,--,--,15550,--,20416,16641,--,20513,26745,--,--
CS Computers,75982,--,--,87304,--,92285,70664,--,--,06888,--,--,82246,--,82847,66276,66823,73151,11866,13352,11927,15298,--,173400
EC Electronics,2735,--,13651,123904,--,--,82880,--,--,24208,--,--,04250,--,--,80898,--,10322,16994,--,18927,18401,21887,--
EE Electrical,6295,--,--,133429,--,56215,15192,--,--,50001,--,--,21421,--,--,11173,11813,14494,20820,--,25639,--,--,--
ME Mechanical,--,--,--,195898,--,--,--,--,--,--,--,--,--,--,--,14872,18509,--,20003,--,--,24469,--,--
"AD ArtificialIntel, Data Sc",39548,--,--,36083,--,44850,39024,--,--,26594,--,--,27779,--,--,26521,26804,29616,80384,--,96668,10648,--,--
"CA CS (AI, MachineLearning)",--,--,42530,34762,--,--,38440,--,55758,26274,--,--,27699,37877,--,25313,--,29222,74819,--,--,88450,--,--
CS Computers,29153,--,--,26794,--,27714,25657,--,--,20092,--,--,22698,--,26166,19741,26114,25862,55804,86063,70317,66436,--,102501
EC Electronics,49209,--,--,39536,40287,47654,42101,--,--,33466,--,36316,34736,--,41204,33095,38602,35397,95949,10351,11420,96442,--,126235
EE Electrical,58306,--,65000,52759,72759,81386,55721,--,--,48720,--,--,48149,--,--,47835,--,55083,11145,--,11157,10973,--,--
IE Info.Science,32572,--,--,32260,--,35800,38626,--,--,24585,--,--,26037,--,--,24394,--,27993,75690,--,--,66642,12191,130987
CE Civil,--,--,--,19301,--,--,--,--,--,--,--,--,90338,--,--,7435,18035,19064,20811,--,--,19039,--,--
CS Computers,78955,--,--,70963,75771,73976,79038,--,--,68413,--,--,55376,--,62139,54975,57640,62031,16942,--,17801,10488,--,--
EC Electronics,83984,--,--,83438,--,95830,88350,--,--,78045,--,--,78286,--,--,74672,75015,77103,19853,23846,25683,12044,--,196664
EE Electrical,4022,--,--,13510,--,--,32265,36566,8258,124024,--,68837,23114,--,--,1639,--,12552,21366,--,--,18865,--,--
IE Info.Science,0178,14517,--,86240,--,06968,85065,--,--,104769,--,--,74612,--,--,74246,--,81843,23440,--,24526,15653,--,--
ME Mechanical,--,--,24327,18314,--,--,--,--,--,--,--,--,83548,--,--,6286,--,17444,24750,--,--,25670,--,--
"CA CS (AI, MachineLearning)",76800,--,77596,70918,--,--,76170,--,--,73417,--,--,54914,--,--,53381,62957,67089,15662,--,21580,15003,17900,--
CE Civil,--,--,--,20878,--,--,--,--,--,--,--,--,--,--,--,6405,--,18151,22096,--,--,--,--,--
CS Computers,69653,--,--,59105,66139,68466,55116,--,97897,67438,--,--,50280,--,--,48260,51801,61262,14144,--,17574,11307,--,170761
EC Electronics,83761,--,--,80023,--,82905,82606,--,--,82738,--,--,68663,--,76746,68002,69898,74614,18337,18510,22005,12423,--,215833
EE Electrical,93852,--,--,12119,--,32014,93094,80696,--,131264,--,--,90459,--,--,89734,--,10874,18590,--,23189,21318,--,--
ME Mechanical,7131,--,--,20006,--,17004,56921,--,--,--,--,--,84336,--,--,5684,19581,19794,23320,26481,--,--,--,--
AI ArtificialIntelligence,--,--,--,85999,--,--,--,--,--,--,--,27033,--,--,--,78789,--,98503,19463,--,--,23433,--,--
"CA CS (AI, MachineLearning)",2419,--,--,11784,--,22716,02039,--,--,115942,--,--,05249,--,--,0060,10218,10580,24429,--,26128,17866,--,--
CE Civil,--,--,--,21534,220717,--,--,--,--,--,--,--,--,--,--,0369,--,--,24451,--,--,23729,--,--
CS Computers,90639,--,--,96659,--,96796,92039,--,--,92791,--,--,94588,--,03069,89835,93312,91206,17111,21739,17697,19055,--,201765
DS Comp. Sc. Engg-Data Sc.,1884,--,--,11722,--,28004,29995,--,--,118673,--,--,11217,--,--,1092,11491,11800,20143,--,25837,23267,--,--
EC Electronics,3404,--,--,11699,--,19060,32808,--,--,119016,--,--,09329,--,--,0559,--,10814,19352,--,22434,15425,--,--
IE Info.Science,1564,--,--,11245,--,--,15213,--,3563,114540,--,--,10149,--,--,0778,11048,11041,21745,24028,--,23285,--,--
AI ArtificialIntelligence,94222,--,--,95254,--,02920,94378,--,--,85078,--,--,84928,--,--,84356,93782,93995,17622,24794,21270,19849,--,--
CE Civil,0764,--,--,16970,--,--,--,--,--,175938,--,03582,--,--,--,6861,21439,--,22572,--,--,--,--,--
CS Computers,81474,--,--,88129,--,91745,93729,--,--,78578,--,--,78163,--,87358,76075,85567,82257,14324,17992,15285,17319,--,177981
CY CS- CyberSecurity,--,--,--,88180,--,--,--,--,6473,--,--,--,81591,--,--,80110,--,97625,19413,--,--,22229,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,91610,125195,--,--,--,--,--,--,--,86200,--,--,83214,--,95682,19908,--,25887,20644,--,--
EC Electronics,--,--,10635,93517,--,--,13780,--,--,90314,--,--,--,--,--,89828,--,90457,19839,--,--,--,--,--
ME Mechanical,--,--,--,16397,--,06972,--,--,--,--,--,--,86208,--,--,5054,--,18097,23746,--,--,25644,--,--
RO Auto. AndRobot.,2002,--,--,11364,--,18619,18589,--,--,95052,--,--,04075,--,--,92510,94897,11627,19382,--,--,19467,--,--
AM B Tech in AM,11128,--,14155,11716,19600,12867,14049,--,--,6943,23000,--,6297,--,14009,4536,19519,11936,54289,56581,85652,51398,--,63360
BB B Tech in EC,12324,42497,--,14393,--,15973,23595,--,43297,7694,--,15563,8463,--,--,5601,21937,15181,60812,--,82478,63735,--,--
BW B Tech in CS,11207,--,15868,10409,19599,13129,13073,34683,13867,6271,--,11850,6228,15165,12142,3963,12151,10378,54294,70845,74804,54586,62240,64905
AI ArtificialIntelligence,--,--,12617,71745,--,76696,01007,--,--,52303,--,--,65216,--,--,50529,65013,53613,13151,--,--,16803,--,--
CE Civil,1231,--,--,158072,--,20949,--,--,--,31316,--,--,64036,--,--,13092,17153,14114,21751,--,24222,24623,--,--
CS Computers,93778,--,--,82148,82481,86323,07679,--,--,61793,--,66959,67982,--,70389,59981,64544,66957,18911,21444,22816,16089,--,163730
EC Electronics,0912,--,--,90880,01015,01647,48161,--,--,65762,--,--,67268,--,87066,65299,67665,72255,19075,21476,19695,19470,--,209905
IE Info.Science,97639,--,--,68923,--,--,69677,--,25939,--,--,63659,69834,13014,--,53292,--,61413,16997,--,--,15320,--,--
ME Mechanical,--,--,--,158252,--,--,--,--,--,--,--,--,--,--,--,98756,--,11997,14644,--,--,25668,--,--
"AD ArtificialIntel, Data Sc",78224,--,--,86293,--,89999,81524,--,--,80066,--,--,79820,13669,--,59677,--,83241,16829,--,17996,94497,--,--
AE Aeronaut.Engg,90967,--,--,104493,47512,08461,96707,--,--,89349,--,--,93792,--,--,86650,--,94733,13388,--,16400,14698,--,--
AI ArtificialIntelligence,79070,--,--,75820,--,--,72291,--,--,82640,--,--,70782,--,--,70099,77773,79122,14690,--,21811,17876,--,--
AU Automobile,--,--,--,157162,--,--,--,--,--,42064,--,72574,--,--,--,12596,--,15374,24612,--,--,22908,--,--
CB Comp. Sc. andBus Sys.,99275,14538,--,101483,--,--,18205,--,--,04633,--,--,02053,--,1580,99211,--,10049,23163,--,--,13353,--,--
CD Computer Sc.and Design,1736,--,--,92144,--,--,--,--,--,--,--,--,--,--,--,86578,--,93390,20931,--,--,99840,--,--
CS Computers,75286,--,--,75052,--,77643,82770,--,--,66651,--,--,64939,--,68812,63161,67337,68521,15954,19902,16712,12908,--,158155
EC Electronics,86607,--,--,95580,01463,00633,85093,--,--,74353,--,--,78305,--,--,73888,--,87960,18379,--,24573,16292,--,--
EE Electrical,--,--,11806,117269,--,--,--,--,--,--,--,--,--,--,--,99782,12564,--,21749,--,--,--,--,--
IE Info.Science,--,--,98485,81389,--,--,--,--,--,--,--,--,84533,--,--,73222,77741,80567,20138,--,--,17757,--,--
ME Mechanical,--,--,--,139712,--,--,--,--,79745,--,--,--,74443,--,--,13906,--,14418,26734,--,--,27288,--,--
MR MarineEngineering,96502,--,--,93333,--,03611,99883,--,--,91891,--,--,75937,--,--,73997,92007,93929,15436,20962,18123,18047,--,--
AI ArtificialIntelligence,44727,--,57018,42747,60939,51482,40601,--,--,40712,--,--,40231,--,--,39673,46549,47477,83533,--,--,15702,--,--
CD Computer Sc.and Design,62782,--,--,72469,--,84613,--,59706,--,57502,--,--,56288,--,--,56192,--,67349,14282,--,21370,17114,--,--
CE Civil,--,--,--,156871,--,--,--,--,--,44238,--,79355,42429,06158,--,14098,--,17890,19411,--,22258,23115,--,--
CS Computers,44572,--,51635,40900,48092,45016,50009,--,61228,37772,--,--,38672,--,41531,37198,43061,40230,10920,11571,14827,94506,13046,124089
EC Electronics,58755,--,--,64549,--,68330,79621,--,74581,52406,78257,--,51591,--,--,51238,64753,58554,16367,--,19544,17372,--,212477
EE Electrical,81847,--,--,83207,--,--,14823,--,--,68189,--,93703,68371,--,--,68125,10860,75153,17292,24183,25024,18482,--,--
"IC CS-IoT, CyberSecurity",73053,12742,--,66672,--,--,70537,--,--,55705,--,--,56741,--,--,55140,--,59324,16652,--,16852,78451,--,--
IE Info.Science,54163,--,--,52199,--,58127,67738,--,--,44730,--,--,45154,71431,57669,44497,50772,53794,15114,--,16165,17036,--,218773
RA Robotics andAutomation,0825,--,--,95498,--,12163,99301,--,48977,83927,--,--,86137,--,--,82174,11407,10473,18185,--,20375,20504,--,--
"AD ArtificialIntel, Data Sc",--,--,--,103247,--,--,--,--,99619,--,--,--,--,--,--,94166,11502,94741,17894,--,--,13179,--,--
AE Aeronaut.Engg,2005,--,--,129867,--,31593,12999,--,--,10646,--,--,17666,--,2322,10979,--,12038,17240,--,17284,18501,--,--
"CA CS (AI, MachineLearning)",--,--,--,103180,--,--,--,--,--,--,--,05383,--,--,--,82600,--,92635,20108,--,--,18011,--,--
CE Civil,2141,--,24411,219537,--,--,15471,--,--,23898,--,--,21824,40074,--,21173,--,21862,24224,--,25301,26932,--,--
CS Computers,1322,--,--,106072,09590,08667,05981,--,09267,07988,--,--,94539,--,0255,91343,96489,10163,19203,19772,20199,18375,--,184604
EC Electronics,2378,--,--,121297,--,28684,29588,--,--,22842,--,--,16245,--,2349,11430,11689,11958,18272,23824,19608,22009,--,260869
IE Info.Science,2101,14790,--,113814,--,15097,12879,--,--,12511,--,--,09414,--,--,10914,11104,11372,23290,--,26506,24472,--,--
ME Mechanical,--,--,--,236071,--,--,22350,--,--,--,--,--,10145,--,--,20679,23138,22109,21456,--,--,22286,--,228134
AI ArtificialIntelligence,80897,--,--,77182,--,98400,70041,--,--,--,--,--,68995,--,--,64926,97968,82604,14769,--,19086,14388,--,--
CS Computers,76824,--,--,81265,88830,84690,84553,--,--,73563,--,--,74533,--,83294,70670,76488,79029,14923,15827,17953,17765,--,208175
DC Data Sciences,--,--,--,97584,--,114064,--,--,--,78209,--,--,77569,20119,--,76682,--,10021,15767,--,20143,14692,--,--
EC Electronics,94284,--,--,94509,--,107006,--,--,86447,84704,--,--,85358,--,--,83174,--,83333,19376,--,--,22158,25879,264804
"IC CS-IoT, CyberSecurity",0306,--,12546,92107,--,--,00937,--,--,91550,--,00301,89643,--,--,88716,11473,10027,19149,--,24145,23581,--,--
IE Info.Science,80696,--,--,88156,--,--,06625,--,--,77370,--,93096,78442,--,--,77143,97537,88176,17008,26093,--,24527,--,--
AI ArtificialIntelligence,33121,--,51150,33301,--,36251,34254,--,--,33145,--,--,31705,43240,--,30284,31184,31868,76551,--,85989,94643,--,116855
CE Civil,7645,--,--,155156,--,--,53569,--,98124,--,140616,53652,42192,--,--,13673,13730,13922,17091,--,--,14653,--,--
CS Computers,32855,--,--,30162,39253,31297,41490,--,54887,28333,--,30087,29611,--,31881,26196,32782,30025,88196,11861,11634,96014,12552,114859
DS Comp. Sc. Engg-Data Sc.,32828,--,54233,33356,--,--,43505,--,--,33876,--,36693,31513,--,--,31379,32170,34614,92641,--,--,10848,--,--
EC Electronics,48494,--,--,45039,51407,55934,61040,--,--,40063,--,--,41109,--,48906,39181,42300,44264,14068,15185,15067,14597,--,158425
EE Electrical,79402,18324,--,73709,--,107498,71989,--,--,72131,--,--,86417,--,--,71916,10101,75024,15033,--,18431,10749,--,--
"IC CS-IoT, CyberSecurity",35454,--,--,40765,--,54859,50233,--,--,35974,--,--,34052,--,--,33989,57723,41053,11519,--,15467,14137,--,--
IE Info.Science,34713,--,--,35651,42901,37525,52108,--,--,33221,--,--,34800,--,35357,33082,41383,34387,11482,13433,14099,13734,--,137667
ME Mechanical,6083,--,--,135306,--,--,30101,--,--,1209,--,--,12428,--,--,10980,--,14172,21178,--,24211,--,--,--
AI ArtificialIntelligence,--,--,--,57703,--,58737,53677,--,--,43481,--,51494,48650,--,--,39867,65019,49487,10405,19418,--,11040,--,--
CD Computer Sc.and Design,--,--,--,83390,--,97212,74789,--,--,70472,120895,--,66951,--,--,66846,--,76269,19578,--,22550,19362,--,--
CE Civil,--,--,--,186151,--,189921,06029,--,--,7856,--,--,65716,--,--,16109,--,17583,20946,--,26518,20813,--,--
CO ComputerEngineering,0686,17473,--,89871,--,120341,79127,--,--,--,--,--,83149,--,--,72445,--,88596,16289,--,17896,17231,--,--
CS Computers,57447,--,--,56561,66757,58614,59435,--,--,47765,--,--,45829,--,50138,44216,45212,49986,11653,12618,13766,89226,--,113963
DS Comp. Sc. Engg-Data Sc.,94840,--,10341,71103,89810,--,65271,--,--,63082,--,73894,62797,--,--,61397,69418,65507,16779,--,--,13371,--,--
EC Electronics,66288,--,--,69487,--,83749,68376,--,--,67131,--,--,64143,--,69529,63158,65632,67976,16251,--,18088,16630,24798,178103
EE Electrical,3021,--,16161,118434,--,--,99547,--,02342,96649,--,--,94964,--,--,87949,91663,90307,15900,--,--,18109,--,--
IE Info.Science,62499,--,--,63488,--,--,--,--,--,56647,--,--,54549,--,--,52584,59088,56613,14268,--,--,14997,--,209520
ME Mechanical,--,--,--,163932,--,--,56662,--,--,9889,--,--,68085,12252,--,15141,--,18891,24950,--,--,27204,--,--
AE Aeronaut.Engg,--,--,--,84308,--,101676,82288,--,--,--,--,--,73730,--,--,71307,96914,79485,16916,--,19129,10561,--,--
AI ArtificialIntelligence,48888,--,--,40134,--,43266,--,--,--,45346,--,--,40823,62417,--,35904,--,41951,10443,--,13435,85238,--,--
"CA CS (AI, MachineLearning)",44034,--,53719,38631,--,--,41077,--,58680,42119,--,--,36561,--,--,29833,42340,34212,10871,--,--,85827,--,--
CS Computers,41749,--,--,36276,37769,38395,41400,--,48582,38593,--,40023,36115,--,37979,32168,33723,36041,13242,16438,16250,11472,13731,116131
EC Electronics,53421,--,--,57896,--,58331,56064,--,--,56135,--,--,57882,--,60507,52485,54077,57021,17991,23421,18077,14675,--,221195
"IC CS-IoT, CyberSecurity",53970,--,--,53054,--,56326,59790,81187,--,45063,--,--,52854,--,--,43876,--,49218,16226,--,--,19786,--,--
IE Info.Science,47083,--,--,47924,50579,48334,61323,--,--,48626,--,--,53108,--,56236,43827,47823,46318,20415,20464,23981,19064,--,239692
ME Mechanical,6232,--,--,174483,--,--,50421,--,--,9812,--,--,64446,--,--,14853,15826,15396,27459,--,--,--,--,--
MT Mechatronics,4036,--,--,128554,--,128824,29750,--,--,1803,--,--,06475,--,--,97065,--,12043,26146,--,--,27456,--,--
RI Robotics and AI,69774,91497,70481,76125,--,--,68749,--,--,72645,--,72844,71090,--,--,64717,--,66097,22719,--,--,11668,--,--
"AD ArtificialIntel, Data Sc",79651,--,86887,78724,--,--,13457,--,34564,70060,--,--,77558,--,--,69024,74492,77670,19913,--,20484,16157,--,--
CE Civil,--,--,22861,19213,--,--,69857,--,--,--,--,--,--,--,--,7683,--,--,24513,--,--,22403,--,--
CS Computers,63422,--,--,68197,--,71288,94932,--,--,62666,--,--,60277,--,--,54544,55247,58291,16882,20970,18324,87442,--,142808
EC Electronics,91723,--,--,99379,104413,04240,09444,--,--,90958,--,--,87974,--,95838,80495,81003,87778,24108,26707,25121,18206,--,183458
EE Electrical,2670,--,--,10814,--,--,--,--,--,--,--,--,--,--,--,0435,--,11221,21138,--,--,24181,--,--
IE Info.Science,77780,--,--,79042,87187,79516,21817,--,--,69071,--,--,73813,--,82165,68841,--,72190,21803,--,22942,21216,--,--
"AD ArtificialIntel, Data Sc",89317,--,--,90817,--,96851,89904,--,--,79365,--,--,80491,--,--,77759,83661,83019,11719,--,17009,14732,--,--
AI ArtificialIntelligence,90809,--,--,89897,124995,90333,--,--,--,74590,--,--,76510,--,--,70232,--,81678,14527,--,18344,15272,--,--
CE Civil,--,--,--,17231,--,--,--,--,--,--,--,--,94849,--,--,6272,--,19544,22639,--,--,--,--,--
CS Computers,72511,--,--,81433,--,90105,77676,--,--,70843,--,--,72798,--,79925,69975,75400,76694,14500,15984,16525,15740,--,158876
EA AgricultureEngineering,--,--,--,12545,--,--,--,--,--,--,--,18635,--,--,--,98194,--,10989,15053,--,--,17235,21055,--
EC Electronics,0629,--,--,96937,--,--,99006,--,--,91508,--,--,89500,91692,08993,89474,--,90070,16875,--,--,20362,--,--
"IC CS-IoT, CyberSecurity",0022,--,--,10021,--,06152,05012,--,--,91662,--,--,95089,--,--,90822,11575,10167,18397,--,20789,21633,--,--
IE Info.Science,99046,--,--,90472,107642,--,85680,--,--,84178,--,--,84204,--,--,82784,94186,85223,17414,--,20835,19465,--,266684
ME Mechanical,--,--,--,17677,--,--,--,--,--,--,--,--,--,--,--,3103,--,18146,22067,--,--,--,--,--
CE Civil,4761,--,--,15566,--,59297,78912,--,--,51243,--,--,46037,--,62719,4038,14734,15811,17107,--,18927,16741,19267,--
CS Computers,67229,--,69741,62089,--,63581,63913,--,90997,65640,75683,--,55727,--,--,51628,51992,56230,92238,--,94602,75768,--,87520
EC Electronics,1562,--,--,10285,112239,04443,85742,--,--,96991,--,99443,88959,--,--,84354,85422,93745,15218,16293,16662,14247,--,168965
ME Mechanical,6723,--,--,18113,187317,94731,17037,--,--,69735,--,90326,64816,--,--,5662,15863,17148,20257,20506,20801,20216,--,--
AI ArtificialIntelligence,70684,--,--,49172,--,50216,44874,--,--,43817,48476,--,46415,--,--,37788,40635,45543,76971,--,10032,64319,--,73776
CE Civil,2878,--,--,14364,--,58930,43466,58652,95051,29626,--,--,28364,--,--,2072,13187,13343,16827,--,18533,17558,--,--
CS Computers,50475,--,54301,45905,47657,51130,48472,--,71456,36988,--,45374,43791,--,46394,36156,42464,44972,79776,87976,85448,66096,75370,75648
EC Electronics,67748,--,--,62397,--,64300,55023,--,--,51228,--,58490,51762,58574,54991,50944,51765,54341,10024,10663,10484,10047,--,--
ME Mechanical,5854,--,19813,15986,171998,63704,48965,--,--,36064,--,--,52986,--,--,2869,15482,13947,19539,19752,20035,21647,--,236949
CE Civil,5468,16463,--,16272,--,71062,80849,--,--,61452,--,68694,60328,--,60557,4982,15329,15368,19160,--,20078,19617,--,--
CS Computers,61099,--,75247,69892,--,71309,81383,--,95224,56918,--,--,62137,--,--,55643,60250,59499,91194,10277,96585,88861,--,--
EC Electronics,0593,--,--,92619,--,92987,16985,--,--,79897,--,84463,85299,--,--,76010,77680,84106,12935,--,14656,11777,15681,122027
ME Mechanical,8670,--,--,19204,205153,07453,95730,--,--,70309,--,--,80462,--,87704,6821,17724,17890,21910,23331,23639,23832,--,266667
CE Civil,7497,--,--,17146,171687,77536,94341,--,27152,69864,--,71038,73848,--,--,6097,16362,16917,19852,20061,20099,20067,--,--
CS Computers,68674,--,--,71319,--,75688,74292,--,--,63628,--,--,67154,75042,67511,59983,63715,65417,89586,--,94791,90591,--,96677
EC Electronics,97425,--,--,10212,--,04472,22242,--,--,95746,--,--,93446,--,--,90719,95359,95895,11851,--,12550,12705,17188,157104
"MM Mechanical,Smart Manf.",0747,--,22324,25532,--,65060,15007,--,--,99014,--,--,06462,--,06924,8526,19630,20505,24922,25195,26394,26346,--,--
"CA CS (AI, MachineLearning)",--,--,--,44634,--,52096,43694,--,--,39960,--,--,37760,--,--,36450,48142,44486,88407,--,15260,80086,--,--
CB Comp. Sc. andBus Sys.,58667,--,--,62010,--,95336,62099,--,--,54974,59849,--,54262,--,--,53123,--,67581,16665,--,17385,12323,--,--
CE Civil,4883,--,--,17122,--,7787,171192,--,--,44480,--,--,53212,--,71730,44276,16544,16034,18597,25294,19223,19335,--,212696
CF CS(ArtificialIntel.),51333,--,--,51699,82971,--,54534,--,80046,50332,--,55865,50364,--,--,48836,59655,50431,12505,--,--,10708,--,--
