Unnamed: 0,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
ME Mechanical,--,--,--,--,--,--,14981,--,--,--,--,--,--,--,--,84785,--,--,--,--,--,--,--,--
ZC CSC,--,--,--,12927,--,--,--,--,--,--,--,--,14237,--,--,04458,--,13315,14903,--,--,15290,--,--
"AD ArtificialIntel, Data Sc",88588,--,--,95274,13714,106402,95506,--,--,82351,--,--,00251,--,--,79811,--,80600,14169,--,14967,88795,--,--
AI ArtificialIntelligence,0789,--,--,93883,--,--,00715,--,--,82270,--,--,87488,--,90891,80121,--,84137,15483,--,15781,15394,22944,--
CE Civil,--,--,--,19530,--,--,--,--,--,68952,44665,28743,--,--,--,61987,--,17719,23429,--,--,24024,--,--
CS Computers,75590,--,12096,91979,--,--,--,--,--,73018,--,--,70914,--,--,61492,83722,76774,11556,18747,--,13696,--,137027
CY CS- CyberSecurity,--,--,--,10852,--,128570,03591,--,--,--,--,--,02182,--,--,99096,11082,10072,18054,--,22094,17686,--,--
EC Electronics,3419,--,--,11897,--,129047,29697,--,--,00532,--,--,05131,--,--,99058,10565,11332,18179,--,22186,16867,--,--
ME Mechanical,--,--,--,20797,--,--,--,--,--,--,--,--,86936,--,--,67665,--,17346,24552,--,--,24313,--,--
AE Aeronaut.Engg,80716,--,93733,65324,--,--,61432,94876,--,60001,--,--,61196,--,--,58970,99436,71033,11210,--,12014,10396,--,--
AI ArtificialIntelligence,51712,--,--,50608,--,59502,46048,--,--,43517,--,--,45014,--,46885,42192,45357,44673,10905,12098,13168,10621,22365,152845
"CA CS (AI, MachineLearning)",55171,--,--,55869,67290,60125,53988,--,--,46643,--,49109,43768,--,--,42441,56120,49044,12135,14986,15579,15502,--,222145
CE Civil,--,--,--,13191,--,--,47262,--,--,26387,--,--,--,--,--,04880,19147,13482,21328,--,--,--,--,--
CS Computers,40955,--,41641,41423,44204,46578,44886,--,52520,38004,--,40993,39626,44288,39826,36377,39862,39744,95434,12563,11852,10959,12308,128273
DS Comp. Sc. Engg-Data Sc.,58778,64438,--,57787,--,59538,50172,--,--,47074,--,52894,48329,--,--,47031,47557,52082,12921,--,18918,14953,--,192994
EC Electronics,62130,--,--,59099,65462,64501,65041,--,--,52714,--,--,52379,--,57643,51684,60518,57441,14253,14676,15567,13991,--,154068
EE Electrical,95233,--,--,68631,--,--,--,--,51269,72869,--,--,--,--,--,63148,98945,67223,11273,--,--,16713,--,--
IE Info.Science,55756,--,--,54591,55325,57806,57442,--,--,47813,73661,--,50473,--,53701,47455,49436,52922,13766,--,14663,15733,--,161781
ME Mechanical,--,--,15719,12160,--,--,09992,--,--,--,--,--,--,--,--,96599,--,13090,20487,--,--,19349,--,--
"AD ArtificialIntel, Data Sc",51312,--,81113,45833,--,56254,55852,--,--,47816,62808,--,49331,--,--,43046,--,48102,11079,--,--,11428,--,--
"CA CS (AI, MachineLearning)",62408,10930,--,48256,--,75099,56643,--,--,42463,--,--,46843,--,--,41977,--,48877,11614,--,13304,14483,--,--
CE Civil,--,--,19712,14081,--,--,36915,--,--,--,--,--,--,77919,--,28103,--,--,15807,--,--,15365,--,--
CS Computers,46411,--,--,46972,52525,49890,45611,--,55043,42822,--,--,41863,--,44290,39321,42336,41014,10335,11580,12964,12696,--,140686
EC Electronics,77281,--,--,66783,--,73410,79299,--,--,61073,--,69510,59685,--,--,59327,62030,68571,15174,--,16002,17456,23099,180020
"IC CS-IoT, CyberSecurity",67667,--,--,76240,--,90335,73753,--,--,63028,--,--,63315,--,--,62470,71426,70430,12898,--,24023,19061,--,--
IE Info.Science,67375,--,--,68347,94069,70911,66346,--,--,57808,--,60856,58181,--,61809,55998,60446,57026,15824,17707,21544,17635,--,225223
ME Mechanical,--,--,--,13765,--,--,--,--,80553,16785,--,--,--,--,--,16566,--,16004,21347,--,--,26024,--,--
"AD ArtificialIntel, Data Sc",20056,--,36034,22465,--,25788,24954,--,--,19252,--,--,20816,29283,--,18707,28548,20760,72720,--,74806,73689,--,81795
AI ArtificialIntelligence,24052,29425,27508,23103,--,23995,23392,--,31837,18480,--,--,19817,--,--,18160,20641,19830,68975,--,86572,47415,--,--
"CA CS (AI, MachineLearning)",20379,--,--,19306,--,--,23284,63927,--,15735,--,--,15636,--,--,14329,27533,18528,62636,--,89360,47489,--,--
CS Computers,16776,--,--,18454,22126,20313,22449,--,--,14318,--,--,15206,--,18132,13508,19547,17857,57408,91115,62381,53682,--,62591
DS Comp. Sc. Engg-Data Sc.,23772,--,--,23688,--,--,22665,--,--,17702,39473,21488,18470,--,--,16467,26239,20882,72376,--,94080,53930,--,--
EC Electronics,31753,--,--,26575,37230,31231,39154,--,45703,24469,--,28973,25339,--,29593,24004,28828,28409,97697,12171,10621,95845,11309,125952
IE Info.Science,22246,--,--,23401,26197,26545,32405,--,--,18499,--,--,18562,--,22225,17547,23879,21342,82280,11003,84825,78667,--,84315
AI ArtificialIntelligence,39214,--,52022,41904,75363,52093,44225,--,--,36542,--,--,35818,--,--,34838,42239,40875,99915,--,11157,12665,--,148269
CD Computer Sc.and Design,67774,--,--,71878,--,75566,58734,--,59639,58830,--,--,57947,--,--,56083,66622,71979,16628,26776,19553,16538,--,--
CE Civil,--,--,--,12865,--,--,45074,--,--,31464,--,--,--,--,--,09349,--,15853,21525,--,25078,--,--,--
CS Computers,36222,--,42151,37060,41502,40048,43655,--,--,30445,--,36736,31381,--,35561,29803,38324,35533,11445,14556,12995,10976,14768,141760
DS Comp. Sc. Engg-Data Sc.,46241,--,53897,49805,--,56211,45484,--,92958,46095,--,--,44658,53151,--,42778,47332,48394,13280,--,18080,15331,--,--
EC Electronics,65671,--,--,62394,75318,77544,68056,--,--,52952,--,--,56727,--,63286,52565,54040,62599,16633,17422,19543,16687,--,249204
ES Electronics andComputer,80082,--,--,84233,--,1591,82610,--,--,77393,08571,96163,85060,--,--,71702,90402,92090,17780,--,19921,18576,--,241739
IE Info.Science,48829,--,--,46414,50821,50539,46580,--,26994,44022,--,49556,44827,--,49703,41349,43549,43405,15268,21723,16737,16504,--,206352
ME Mechanical,3250,26897,--,105819,--,--,127017,--,--,--,--,--,--,--,--,10488,--,11828,20774,--,24715,--,--,--
AI ArtificialIntelligence,22619,--,--,20834,29808,21622,23355,--,--,15731,--,--,15703,--,18096,15132,19958,17806,61878,65748,82415,64020,--,79322
CS Computers,20555,--,22087,17259,20566,19707,24230,--,27242,13941,--,16482,14323,17966,17158,13335,17903,16414,57207,65297,89381,59350,64484,67673
DS Comp. Sc. Engg-Data Sc.,22708,--,22968,22021,31387,22837,24882,--,--,17220,--,20139,17205,--,--,16693,23592,19919,68405,89709,97742,70526,--,--
EC Electronics,24107,--,--,22593,--,26899,39577,74546,--,21262,--,--,21418,--,24447,19099,24627,24308,80127,90270,11069,10037,--,122007
EE Electrical,50561,10125,--,49073,--,58531,52012,--,--,40096,--,53439,43408,--,--,38218,38455,50343,11832,--,12402,11015,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,81868,--,--,94301,--,--,109256,--,67759,82237,20680,--,84421,--,--,70791,--,94651,15642,--,--,10719,--,--
AI ArtificialIntelligence,74566,--,--,79858,--,--,--,--,99357,66514,--,74474,62154,--,--,61187,68053,65557,13639,18491,--,18323,--,--
CE Civil,--,--,24792,157655,--,--,--,--,--,60772,--,--,--,--,--,15270,--,15690,22284,--,--,17801,--,--
CS Computers,70292,--,--,70387,--,75385,65387,--,--,64098,--,--,67601,--,69210,61072,64526,68814,13621,14367,14500,14019,--,151366
DS Comp. Sc. Engg-Data Sc.,90366,--,--,88098,--,--,76637,--,--,71283,--,--,77090,--,--,71116,97581,79380,18352,--,20261,20167,--,235351
EC Electronics,0016,--,--,93369,--,99193,101479,--,--,--,--,--,82528,--,--,81900,84558,86332,16920,--,21685,15660,--,--
"IC CS-IoT, CyberSecurity",0556,--,--,96338,15057,0956,98398,--,--,90811,--,--,97879,--,--,87152,--,98766,19626,--,21719,13477,--,--
IE Info.Science,77072,--,--,84162,--,90876,84904,34037,--,74361,--,--,73312,--,--,72633,--,74428,16721,--,18961,19874,--,--
ME Mechanical,--,--,21024,140635,--,--,146750,--,--,--,--,--,--,--,--,12681,--,--,23563,--,--,--,--,--
"AD ArtificialIntel, Data Sc",78556,--,11689,71360,--,--,68990,--,19992,--,--,--,64894,--,--,59883,67624,60421,14313,--,--,12086,--,--
CE Civil,8606,--,--,182506,--,0167,153563,--,--,69158,--,--,68635,--,--,15226,19438,19499,20491,--,21350,23533,--,--
CS Computers,74598,--,--,60085,64503,67983,65989,--,--,50415,--,--,50460,--,56428,47269,51869,53908,12034,13742,12809,12782,--,136909
EC Electronics,80319,--,--,91587,--,91856,75347,--,--,74017,--,--,78116,--,89279,73882,86111,86232,17762,18054,18291,17475,--,193042
EE Electrical,--,--,--,104005,--,--,108790,--,--,99970,--,02393,97320,19303,--,95504,--,95898,19174,--,--,19645,--,274731
IE Info.Science,75188,--,--,66548,77098,--,--,--,--,62348,--,--,65261,--,--,62203,72855,64577,15600,--,18092,11883,--,--
ME Mechanical,6929,--,--,179718,--,1494,163992,--,--,--,--,--,64391,--,--,14945,--,18527,23895,--,--,24090,--,--
"AD ArtificialIntel, Data Sc",51436,10591,--,39379,--,41915,40421,--,--,38624,--,--,39430,--,--,37914,--,38407,10076,--,11142,11117,--,--
"CA CS (AI, MachineLearning)",53181,--,--,41878,--,45884,54060,38594,--,39388,--,43378,41791,--,--,38181,48649,43366,12424,--,15678,14423,--,150662
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,39933,--,40436,38239,47232,41375,46716,--,--,33982,--,37307,34434,41796,39271,33658,34701,36525,10526,14333,12826,97839,--,128344
EC Electronics,61256,--,--,61652,--,68261,87588,--,--,48432,56205,--,54074,--,--,48266,55741,54815,15283,20245,17309,16842,--,189667
EE Electrical,--,--,--,78431,--,--,119567,--,88805,70031,--,--,69112,--,--,67791,92542,69099,17546,--,22262,18787,--,--
IE Info.Science,50620,--,53251,50012,58242,51336,63604,--,78802,42926,--,--,44946,--,48469,42219,44948,46603,14646,18650,15216,15018,--,212841
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",31389,--,--,33219,42983,34275,37013,--,--,29021,--,--,29366,--,32354,27983,39356,32193,96353,--,12611,12080,--,140956
AE Aeronaut.Engg,72796,--,--,67507,--,92323,72130,--,--,49376,--,--,52829,14305,--,48093,--,76235,12235,--,14435,16440,--,--
AI ArtificialIntelligence,30792,--,--,30344,--,33877,42342,85596,--,--,--,--,27565,--,--,27234,--,30477,86074,--,10507,60000,--,--
"CA CS (AI, MachineLearning)",30003,--,--,33353,--,36818,40199,--,--,28408,--,33828,29687,--,--,28265,31738,31950,10996,13786,11757,11802,--,130612
CE Civil,2562,--,--,14049,--,7328,166748,--,--,27224,57793,--,25271,87412,--,2017,--,15219,19853,--,25237,21084,--,--
CS Computers,30605,--,33105,29526,30089,31136,41427,--,43425,23923,--,27005,24492,--,27152,23322,27765,26967,99156,13789,11660,91822,10665,111669
EC Electronics,42923,--,45251,37501,52011,45481,63317,--,--,32872,--,35155,33454,--,37042,32458,41291,34976,13182,16461,17325,13868,15255,141761
EE Electrical,62947,11913,10821,66415,--,--,87088,--,--,52604,--,--,54725,--,--,48772,--,54394,14209,--,--,17130,--,--
IE Info.Science,32106,--,--,31239,41313,34479,44081,--,66525,27674,--,--,28786,--,29559,27249,33791,28222,12088,17085,14717,12264,--,152326
ME Mechanical,4950,--,23208,12063,--,6059,148973,--,--,06655,--,--,07950,--,--,0025,12203,13312,19868,--,23673,27110,--,--
"CA CS (AI, MachineLearning)",70606,--,--,76978,94377,78438,66990,--,14075,63033,--,--,65226,--,--,61784,69122,64660,16326,--,20140,16748,--,254961
CE Civil,7859,--,--,18001,--,9636,202707,--,--,51703,--,--,65012,--,--,5040,18396,17490,22695,23787,22794,17971,--,--
CS Computers,63785,--,68779,63631,64798,67847,68374,--,--,55675,--,58343,53342,--,60532,51153,55810,57690,12809,13145,14651,11562,14932,126357
DS Comp. Sc. Engg-Data Sc.,79106,--,--,76811,--,83715,76708,--,--,65924,--,--,65849,--,--,65300,74810,68948,16859,--,18964,12577,--,--
EC Electronics,86847,--,--,83046,--,91649,117646,--,--,74147,--,--,75453,79345,83385,73223,74152,81502,18120,--,19047,17880,--,181926
IE Info.Science,71415,86044,90815,66044,--,--,67913,--,--,62426,--,--,63609,--,--,60193,--,61456,15652,--,18143,14588,--,--
"AD ArtificialIntel, Data Sc",17061,29883,--,15177,--,--,12232,--,32663,11326,--,14529,11450,--,--,11313,--,13241,57702,--,--,51771,--,--
AE Aeronaut.Engg,28779,--,--,37650,117256,43815,45046,--,--,25866,--,--,32933,--,35318,24810,37267,25470,94744,--,10386,11612,--,131455
AI ArtificialIntelligence,14011,--,21215,14311,--,--,19930,--,--,11401,--,--,12022,--,--,11021,14127,11215,48268,--,59604,43956,--,--
CB Comp. Sc. andBus Sys.,22425,--,--,21891,--,--,--,--,42449,14259,--,--,14317,--,--,12599,26176,13764,67086,12474,--,70022,--,97270
CE Civil,--,--,--,12420,--,3398,137776,--,--,91669,--,--,98024,--,--,89393,10697,11143,15116,--,18546,10801,--,--
CS Computers,13997,--,15191,13689,14560,15486,19065,--,20232,10167,--,12489,10696,14856,12677,9819,12405,12292,40797,46763,58218,43092,46027,48585
DG DESIGN,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EC Electronics,21663,--,--,19470,26090,20567,29659,--,--,13980,--,--,14131,--,18995,13595,19430,17721,70020,85947,91156,68483,--,74130
EE Electrical,--,--,--,33514,--,50729,43541,81933,--,--,--,--,26933,--,--,25652,--,35378,91818,--,10477,90361,--,--
EV EC  Engg(VLSIDesign),40068,--,--,29299,--,42270,--,--,--,28070,73069,--,30671,--,--,22982,--,30762,11812,--,12217,13659,--,--
IE Info.Science,16911,--,17606,16237,21053,17890,25836,--,--,12517,--,15316,12833,--,15419,12260,17422,15314,67205,10831,73156,64243,91384,73600
ME Mechanical,72917,--,--,71464,--,97474,76468,--,--,56117,--,--,55308,--,--,52156,84721,68939,15129,--,--,17696,--,--
"AD ArtificialIntel, Data Sc",67362,--,--,61889,--,74314,62259,--,--,51279,74054,--,54659,--,--,48514,--,51605,12010,--,15795,11579,--,--
AI ArtificialIntelligence,69348,--,70917,60638,--,--,66768,--,73692,50607,--,--,51816,73662,--,50602,61685,52229,12283,--,--,12789,--,--
"CA CS (AI, MachineLearning)",67952,--,--,59339,--,76517,61005,--,--,51799,--,--,49328,--,--,48625,71427,60938,14281,--,17086,11955,--,--
CE Civil,6968,--,--,19008,203679,0516,204780,--,--,--,--,83660,59039,--,--,5866,--,17084,23081,--,--,26284,--,--
CS Computers,57006,--,--,52396,60905,62493,62054,--,77046,48403,--,49616,49288,--,51140,45359,53801,49558,12789,15238,13894,12711,13685,149073
EC Electronics,89083,--,--,77736,93857,91404,94693,--,--,68204,--,--,69832,--,75911,66400,79787,73242,18457,21785,20794,19002,--,217657
EE Electrical,99351,--,--,96159,--,--,29530,--,--,88710,--,00669,95520,--,--,82635,99655,98983,18425,--,24208,18578,--,246984
ES Electronics andComputer,0329,--,--,99944,--,14933,11468,--,23346,90420,--,--,88038,--,--,85848,10175,10293,21284,--,24838,20032,--,--
"IC CS-IoT, CyberSecurity",70539,--,12142,81164,--,--,--,--,--,--,--,76030,68771,--,--,66804,89576,74320,20104,25790,22949,15144,--,--
IE Info.Science,60411,--,--,68522,78041,71192,74767,--,--,60314,--,--,59170,--,61166,57462,65782,60910,16298,--,20631,15585,16615,229246
ME Mechanical,6971,22870,26263,153288,--,00306,59459,--,--,3909,--,--,45057,--,--,13328,17210,16740,23260,--,23346,25362,--,--
AI ArtificialIntelligence,23417,--,--,18121,29489,22834,23991,--,--,13009,--,--,15746,--,22385,12932,22516,19823,75380,--,89645,67980,--,85749
CS Computers,18765,--,--,17771,23671,20432,23474,--,--,10931,--,--,13196,--,15800,10681,20120,14956,70066,78621,71632,61092,--,81993
EC Electronics,19624,--,--,23439,--,27070,30410,--,58365,16496,--,--,21057,--,--,15803,27528,22688,97113,11776,10391,88375,--,109855
EE Electrical,36184,--,--,37944,--,52684,63796,39521,--,33840,--,--,42711,--,--,31232,--,50644,12432,--,14240,93238,--,--
IE Info.Science,18802,--,22189,18450,--,--,26330,--,--,13422,--,--,14281,30913,--,12218,23642,17244,75754,--,98435,64616,--,--
ME Mechanical,63491,--,--,85049,--,--,18828,--,--,66202,--,16525,74807,--,--,61540,13094,10786,19166,--,--,21107,--,--
BT Bio Technology,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",56327,61124,58782,59331,68050,66593,86525,87322,32441,46294,--,55479,52110,--,57358,41520,59770,54867,16265,25338,23350,20788,23826,260670
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,91593,12244,10207,85631,01452,05864,09991,26470,42810,62875,84012,79428,69838,93958,83287,59219,82624,76863,19949,25612,26124,20888,--,249428
DS Comp. Sc. Engg-Data Sc.,63839,--,64898,62428,75201,70709,89177,--,29304,51526,--,64305,57548,--,63635,49473,66488,62402,16717,24041,23379,19850,--,235699
EC Electronics,52943,--,89464,50517,57510,60906,99381,--,--,43921,--,--,44718,--,--,42595,53498,54892,15834,20889,19551,16687,--,204007
EE Electrical,--,--,--,76907,--,03254,14692,--,--,66961,--,--,70408,--,--,63247,89899,78009,17545,--,25593,14282,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ZR COMP.SCE.ANDENG(ART.INT),64312,--,--,66283,--,67801,95724,--,--,49467,90429,--,53800,--,60496,46156,47166,56295,15960,23776,23913,20857,--,267409
AI ArtificialIntelligence,87506,--,--,86099,--,92455,88023,--,00379,78697,--,--,77134,94384,--,74061,78928,84667,15919,--,16650,18604,--,218082
CE Civil,7744,--,--,197893,--,01236,--,--,--,--,--,--,--,--,--,15254,--,18873,21588,--,--,26630,--,--
CS Computers,90885,--,10005,85929,99803,90572,93790,--,99439,77008,--,78882,77249,--,80656,72069,83209,78114,15860,16261,18044,16347,17343,174411
EC Electronics,96035,14102,--,98998,--,09251,00484,--,--,83898,--,--,88118,--,--,82494,--,85729,19686,--,20711,19355,--,--
"IC CS-IoT, CyberSecurity",--,--,--,100094,--,--,--,--,--,--,--,00836,89470,--,--,78839,10795,87281,17387,--,--,21394,--,--
IE Info.Science,0365,--,--,97486,10689,00526,01949,--,--,84783,--,--,86421,99624,90428,84158,89976,90033,19626,25041,22960,22941,--,250467
ME Mechanical,--,--,--,161109,--,--,--,--,--,6373,--,--,--,--,--,14850,--,19262,22665,--,--,--,--,--
CE Civil,--,--,--,174481,--,--,--,--,--,--,--,68018,--,--,--,14914,15417,15636,22156,--,--,20719,--,--
CF CS(ArtificialIntel.),69307,--,--,62804,--,--,64036,--,--,56655,--,--,63844,94717,--,54816,--,61151,13545,--,15894,14150,--,--
CS Computers,62119,--,--,61423,69198,66701,65447,--,10243,54205,--,58247,57606,--,65892,50080,60009,55453,12345,14394,16425,12778,16508,154355
CY CS- CyberSecurity,79389,--,--,76372,--,88035,83463,02452,--,70047,--,--,70614,--,--,69196,--,77327,17938,--,23966,80702,--,--
DS Comp. Sc. Engg-Data Sc.,80572,--,--,72420,06629,86566,70479,--,--,69549,--,70271,71315,--,--,64879,--,67949,17834,--,18894,19268,25263,--
EC Electronics,92272,--,--,85694,--,99807,99317,--,--,77245,--,--,81340,--,93377,76918,97329,82514,19469,23143,23278,20653,--,254682
IE Info.Science,70964,--,71687,74910,86718,--,74520,--,--,66789,--,--,73795,--,--,66362,76685,66865,17809,20261,--,14835,--,219878
ME Mechanical,--,--,--,128179,--,--,151202,--,--,--,--,--,--,--,--,11709,--,13292,22723,--,--,--,--,--
AI ArtificialIntelligence,72260,--,--,78702,--,97799,83672,--,29386,67127,--,--,77288,--,--,65342,74969,79036,15727,20038,--,21361,--,--
CE Civil,--,--,22035,150179,--,--,--,--,--,--,--,--,56064,--,--,14386,19821,19041,21914,--,--,--,--,--
CS Computers,61078,--,--,70571,--,80120,91576,--,--,63154,--,--,62948,--,68387,60418,61616,63916,14670,17977,14873,15641,--,162497
EC Electronics,95551,--,--,88024,--,97763,101066,--,--,78043,--,--,82588,--,--,76972,94075,82505,18550,--,23415,18860,--,--
EV EC  Engg(VLSIDesign),1157,--,--,116446,19881,3079,130531,--,--,--,--,--,08197,--,--,10701,--,10964,22132,--,25086,20882,--,--
IE Info.Science,84496,--,--,86710,--,--,96423,--,--,72621,--,--,75352,--,--,72173,--,76884,16053,--,22401,21510,--,--
ME Mechanical,--,--,--,158377,--,--,--,--,--,5102,--,95119,--,--,--,14911,--,19201,24156,--,--,25051,--,--
"AD ArtificialIntel, Data Sc",87791,--,--,84590,--,0170,97885,--,--,76792,107024,--,77518,--,--,73286,--,74980,15311,--,--,13184,--,145868
AI ArtificialIntelligence,85985,--,--,80580,87557,--,98467,--,--,68704,--,--,75295,--,--,68077,86694,82087,14805,--,16326,14902,--,--
CE Civil,8252,--,25201,150167,--,--,--,--,--,--,--,--,--,--,--,14725,--,17880,18204,--,--,22552,--,--
CS Computers,78118,--,90087,79023,84832,88916,93652,--,--,73484,--,81279,77444,--,83165,70901,75101,81233,16715,17598,17228,17596,17730,176853
CY CS- CyberSecurity,88856,--,--,90254,--,1140,98624,--,--,79852,--,--,82271,--,--,79046,94636,89512,17313,--,20661,21988,--,--
EC Electronics,87851,--,--,97471,--,1111,110397,--,--,88148,--,--,91307,--,1013,87521,98861,93485,19857,26332,22131,21620,--,261171
IE Info.Science,--,12936,--,89348,--,94215,108606,--,--,82751,--,--,82216,--,--,81118,--,91424,18442,--,19409,19608,--,--
