Unnamed: 0,1H,1KH,1RH,2AH,2AKH,2ARH,2BH,2BKH,2BRH,3AH,3AKH,3ARH,3BH,3BKH,3BRH,GMH,GMKH,GMRH,SCH,SCKH,SCRH,STH,STKH,STRH
BY B Tech in DO,0879,--,--,--,--,--,--,--,--,--,--,--,--,--,--,55164,--,--,--,--,--,--,--,--
BZ B Tech in DS,--,--,--,65115,--,--,--,--,--,--,--,--,--,--,--,48107,76159,59419,15331,--,--,17511,--,--
CM B Tech in EV,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CQ B Tech in IO,--,--,--,77586,--,--,--,--,--,--,--,--,--,--,--,58719,--,71311,18077,--,--,--,--,--
CU B Tech in IS,--,--,--,64781,84218,--,--,--,--,--,--,--,--,--,--,48310,--,--,15750,--,25048,16299,--,--
CX B Tech in IY,--,--,--,73842,--,--,--,--,--,--,--,--,--,--,--,54537,--,73982,15903,--,--,--,--,--
CZ B Tech in LC,--,--,--,--,--,--,--,--,--,74867,--,--,--,--,--,57033,--,--,--,--,--,--,--,--
DB B Tech in ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14903,10506,--,--,--,--,--,--,--,--
DE B Tech in PE,--,--,--,--,--,--,--,--,--,--,--,--,12486,--,--,10375,--,--,--,--,--,--,--,--
DM B.TECH IN CS NW,--,--,--,--,--,--,112666,--,--,--,--,--,--,--,--,57641,--,--,--,--,--,--,--,--
DN B.Tech in VLSI,4088,--,--,--,--,--,--,--,--,--,--,--,--,--,--,71284,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11337,16138,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17525,--,--,--,--,--,--,--,--
CS Computers,--,--,--,118213,--,--,--,--,--,--,--,--,--,--,--,10329,--,11810,22186,--,--,23494,--,--
EC Electronics,--,--,--,131828,--,--,--,--,--,--,--,--,--,--,6636,12904,--,--,24097,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,24137,--,--,12200,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AE Aeronaut.Engg,--,--,--,--,--,--,4407,--,--,--,--,--,--,--,--,--,--,--,--,--,21287,--,--,--
CS Computers,--,--,--,66938,--,--,--,--,--,--,--,--,--,--,--,52424,--,55816,12093,--,--,--,--,--
EA AgricultureEngineering,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10802,--,--,16974,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,68250,--,--,--,--,--,17313,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13810,--,--,--,--,--,--,--,--
AM B Tech in AM,--,--,--,37401,--,--,--,--,--,--,--,--,31535,--,--,30392,--,36498,12628,22935,--,12757,--,--
BB B Tech in EC,--,--,--,44772,--,--,--,--,--,--,--,--,--,--,--,31666,--,--,--,--,--,--,--,181859
BL B Tech in AS,--,--,--,--,--,--,--,--,--,82442,--,--,--,--,--,--,--,56654,--,--,--,--,--,--
BQ B Tech in CG,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32534,--,--,--,--,--,16139,--,--
BW B Tech in CS,36723,--,--,35624,--,48012,38925,--,--,30539,--,--,28621,--,--,27292,34655,33564,11642,--,16665,13065,--,--
BX B Tech in CY,--,--,--,40907,--,--,--,--,--,--,--,--,--,--,46847,32819,--,--,12231,--,--,--,--,--
BZ B Tech in DS,--,--,--,40464,--,--,--,--,--,--,--,--,--,--,--,31643,--,41088,13195,--,--,--,--,--
DB B Tech in ME,--,--,--,--,--,--,8173,--,--,--,--,--,--,--,--,85835,--,--,--,--,--,--,--,--
DH B Tech in RAI,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,34023,--,--,15422,--,--,--,--,--
ZH B TECH INCOMP.SC.ART.INT,49850,--,--,--,53477,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,440,--,--,--,--,--,--,--,--
BT Bio Technology,--,--,--,89197,--,--,--,--,--,--,--,--,--,--,--,54464,--,--,--,--,--,--,--,--
CE Civil,--,--,--,97599,--,--,--,--,--,--,--,--,--,--,--,62721,--,--,12132,--,--,--,--,189019
CF CS(ArtificialIntel.),--,--,--,--,--,--,27135,--,--,--,--,--,--,--,--,9486,--,--,--,11021,--,--,--,--
CM B Tech in EV,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,10328,--,21644,--,--,--,--,--,--,9001,--,--,8602,13523,--,41627,--,--,41469,--,--
EC Electronics,--,--,--,18074,--,--,--,--,--,--,--,--,15719,--,--,15317,--,24871,73332,--,11233,72194,--,--
EE Electrical,--,--,--,47888,--,--,--,--,--,38565,--,--,--,--,--,23946,--,36895,--,--,--,--,--,--
EV EC  Engg(VLSIDesign),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25622,--,--,12329,--,--,--,--,--
ME Mechanical,--,--,--,90476,--,--,--,--,--,--,--,--,--,--,--,86831,--,15260,--,--,--,--,--,--
RO Auto. AndRobot.,58882,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29287,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,338,--,--,--,--,--,--,--,--,--,--,--,71,--,369,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"CA CS (AI, Machineearning)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,87132,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,10327,--,--,--,--,--,--,--,--,--,--,--,77409,--,92699,92743,--,--,--,22859,--
DS Comp. Sc. Engg-ata Sc.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20624,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,88565,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,211636,--,--,--,--,--,--,--,--,--,--,--
"AD Artificialntel, Data Sc",--,--,--,13720,--,--,--,--,--,--,--,--,--,--,--,99072,--,--,--,--,--,--,--,--
"CA CS (AI, Machineearning)",--,--,--,--,--,166918,--,--,--,--,--,--,102163,--,--,83876,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,10875,--,--,--,--,--,--,--,--,--,--,--,83461,--,08022,79302,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16929,--,--,71051,--,--,--,--,--
"IC CS-IoT, Cyberecurity",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20195,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,07085,--,--,--,--,--,--,--,--,00494,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"CA CS (AI, Machineearning)",--,--,--,64635,--,--,--,--,--,--,--,--,--,--,--,53623,--,66889,92536,--,--,--,--,--
CB Comp. Sc. andBus Sys.,1402,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,89785,--,--,--,--,--,--,--,--,--,--,--,63932,93565,--,18921,--,26964,21504,--,--
CY CS- CyberSecurity,--,--,--,--,--,--,1491,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,65148,--,75450,--,--,--,--,--,--
EC Electronics,--,--,--,93613,--,118823,--,--,--,--,--,--,--,--,--,73403,--,91732,24700,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ER Electrical andComputer,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EV EC  Engg(VLSIDesign),--,--,--,--,--,--,--,--,--,13287,--,--,--,--,--,01030,--,--,--,--,--,--,--,--
IO CS- Internet ofThings,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42276,--,--,--,--,--,--,--,--
RI Robotics and AI,--,--,--,--,--,--,--,--,--,--,--,--,72933,--,--,--,--,--,--,--,--,--,--,--
ZL CIVIL ENG. WITHCOMP.APPL,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BW B Tech in CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14851,--,--,22738,--,--,--,--,--
CW B Tech in IT,--,--,20928,14574,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AM B Tech in AM,--,--,19825,58187,--,--,--,--,--,--,--,--,--,--,--,46235,--,--,17665,--,--,--,--,--
BB B Tech in EC,--,--,--,--,--,--,1306,--,--,--,--,--,--,--,--,46327,--,--,--,--,--,--,--,--
BQ B Tech in CG,80971,--,--,--,--,--,--,--,--,--,--,--,--,--,--,51955,--,--,--,--,--,--,--,--
BV B Tech in CO,--,--,--,--,--,159383,--,--,--,--,--,--,--,--,--,53648,--,--,--,--,--,21370,--,--
BW B Tech in CS,--,--,--,49744,--,--,--,--,--,--,--,--,42700,--,--,41417,--,48348,16843,--,20103,13735,--,--
BZ B Tech in DS,--,--,--,60178,--,--,--,--,--,--,--,--,--,--,--,45835,--,64453,17592,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CW B Tech in IT,--,--,--,--,--,--,--,--,--,57726,--,--,--,--,--,--,88390,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,76460,--,--,--,--,--,--,--,--,--,--,--,61882,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,20470,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18515,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45066,--,--,--,--,--,--,--,--
CS Computers,--,--,--,58166,--,--,--,--,--,--,--,--,--,--,--,47520,--,51750,16547,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,60083,--,--,23753,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,239161,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DG DESIGN,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42751,--,--,06280,--,--,--,--,--
UP Planning,--,--,--,27098,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
UR Planning,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LA B Plan,43481,--,--,--,--,--,--,--,--,--,--,--,--,--,--,88367,--,--,--,--,--,--,--,--
UP Planning,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48073,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI Artificialntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,58527,70491,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,92901,--,--,--,--,--,--,--,--
CS Computers,--,--,--,65594,--,--,--,--,--,--,--,--,--,--,--,61985,--,78271,53874,--,--,14580,--,--
EC Electronics,--,--,17599,--,--,--,--,--,--,77834,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"CA CS (AI, Machineearning)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,74683,--,--,--,--,--,27208,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,66940,--,--,--,--,--,--,--,--,--,--,--,54283,--,--,88346,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,79129,--,06188,50263,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,6724,--,--,25396,--,--,41528,--,--,7265,--,--,22600,42243,55042,02934,--,20872,23106,--,26642,25050,--,253494
CS Computers,86781,--,--,99248,102326,06883,96206,--,--,94081,--,24215,78732,--,--,72095,73611,85637,12682,--,12873,10505,--,--
EC Electronics,4430,--,--,15032,--,60842,46478,--,--,2212,--,--,34987,--,49624,19861,3426,14895,21828,22961,23003,16271,--,--
EE Electrical,6930,--,--,17696,--,77084,98667,--,--,9581,--,--,69109,--,--,50354,5637,16304,17862,21407,20036,25217,--,261197
ME Mechanical,--,--,--,26922,--,--,--,--,--,--,--,--,70055,--,--,40943,4478,25268,--,--,--,24283,--,--
CE Civil,--,--,--,27035,--,--,36129,--,--,--,--,--,47210,51627,--,16871,2190,22150,23843,--,26955,25491,--,--
CS Computers,98185,--,--,11100,--,16752,95049,--,--,0376,--,38075,99235,--,--,92833,94755,98904,13508,13569,13580,12679,--,141099
EC Electronics,5812,--,--,16388,165218,79721,53337,--,--,7011,--,--,48454,--,--,46541,5361,16236,23609,--,23616,19457,--,216488
EE Electrical,9948,--,--,19546,--,10127,96257,--,--,0805,--,--,83451,--,--,79107,8103,18659,24633,25272,24832,25269,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,57445,--,--,--,--,--,--,--,--
CE Civil,--,--,--,26087,--,--,--,--,--,--,--,--,--,--,--,23235,--,--,23941,--,26330,--,--,--
CS Computers,93673,--,--,67384,--,03795,--,--,--,--,--,--,--,--,--,67281,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,25260,--,--,0584,--,--,--,--,--,82735,98627,--,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,44875,--,--,21452,--,13213,19821,--,--,--,--,--
ME Mechanical,--,--,--,24205,--,--,--,--,--,--,--,--,--,--,--,99641,--,--,--,--,--,--,--,--
CS Computers,--,--,--,15866,--,--,--,--,37119,--,--,--,--,--,--,8338,--,--,44512,--,--,58735,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14523,30421,--,--,--,--,--,--,--
IE Info.Science,21495,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10327,--,17787,65224,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,306,--,--,--,--,--,--,--,--
AE Aeronaut.Engg,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BB B Tech in EC,--,--,--,13108,--,64739,--,--,--,--,--,--,--,--,--,98875,--,--,24164,--,--,--,--,--
BW B Tech in CS,--,--,--,11745,--,--,--,--,--,--,--,--,98923,--,--,88146,0375,97876,17931,--,--,18034,--,--
BZ B Tech in DS,--,--,--,12362,--,--,--,--,--,--,--,--,--,--,--,03420,--,12310,21680,--,--,--,--,--
CL B Tech in EO,--,--,--,16055,--,--,--,--,--,--,--,--,--,--,--,12987,--,--,26165,--,--,--,--,--
DH B Tech in RAI,--,--,--,13200,--,--,--,--,--,--,--,--,--,--,--,06991,--,--,16328,--,--,--,--,--
ES Electronics andComputer,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"MM Mechanical,Smart Manf.",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ZA B TECH INAERONAUT. ENGG.,6692,--,--,--,--,--,74092,--,--,--,--,--,--,--,--,22155,--,13228,--,--,--,--,--,--
ZT B.TECH. INMECH.SMAR.MANU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,91442,--,--,--,--,--,--,--,--
BG B Tech in AD,94197,--,--,76821,--,--,--,--,--,80651,--,--,--,--,--,63843,--,76410,59962,81325,--,--,--,--
BW B Tech in CS,--,--,--,58031,--,--,--,--,--,--,--,--,42315,--,--,42032,--,50310,42435,--,--,16602,--,--
CB Comp. Sc. andus Sys.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CL B Tech in EO,--,--,--,81702,--,--,--,--,--,--,--,--,--,--,--,69705,--,--,45295,--,5483,--,--,--
CM B Tech in EV,--,--,--,13361,--,--,--,--,--,--,--,--,--,--,--,96204,--,43253,59050,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DF B Tech in RA,--,--,--,--,--,25104,131648,--,--,--,--,--,--,--,--,13861,--,--,44385,--,--,--,--,--
ES Electronics andomputer,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
RA Robotics andutomation,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ZO B.TECH INS.AND BUSI.SYS,05888,--,--,12180,--,--,--,--,--,--,--,--,--,--,--,87704,01617,--,37260,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI Artificialntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,77534,--,87194,--,--,--,10694,--,--
AU Automobile,--,--,--,20790,--,--,--,93551,--,--,--,--,--,--,--,37254,--,--,22435,--,--,--,--,--
CS Computers,--,--,10411,85558,--,--,--,--,--,--,--,--,--,--,--,77056,--,--,18849,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"AD Artificialntel, Data Sc",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50665,--,--,84129,--,--,--,--,--
AI Artificialntelligence,--,--,--,65563,--,--,--,--,--,--,--,--,--,--,--,43213,--,--,--,--,5496,--,--,--
BR BioMed. andobotic Engg,--,--,--,--,--,--,--,--,--,--,--,--,42519,--,--,--,13981,--,--,--,--,--,--,--
CD Computer Sc.nd Design,--,--,--,14598,--,--,--,--,--,--,--,--,--,--,--,10234,--,14082,28236,--,--,--,--,--
CV Civilnvironment Engg,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,7475,--,--,--,--,--,--,--,--,--,--,--,6012,--,--,--,--,--,--,--,--
BW B Tech in CS,--,--,--,21132,--,--,--,--,28774,13703,--,--,12562,--,--,11961,27895,14932,78610,--,--,62981,--,--
"AD Artificialntel, Data Sc",--,--,--,73256,--,--,--,--,--,--,--,--,--,--,--,46434,--,--,--,--,--,--,--,--
AI Artificialntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36663,--,--,75657,--,--,--,--,--
CD Computer Sc.nd Design,2895,--,--,--,--,--,--,--,--,--,--,113242,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25481,38267,--,--,--,--,--,--,--
IE Info.Science,--,--,--,62202,--,--,--,--,--,--,--,--,--,--,--,37782,--,--,--,--,--,--,--,--
BF B Tech in DS,--,--,--,108392,--,--,--,--,--,--,--,--,--,--,--,61244,--,--,9673,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CW B Tech in IT,--,--,--,--,--,172250,18343,--,--,--,--,--,--,--,--,04664,--,--,3191,--,--,--,--,--
DI B Tech in RE,1862,--,--,--,--,--,--,--,--,--,--,--,--,73412,--,30510,--,--,--,--,--,--,--,--
DL B.TECH IN CS,--,--,--,94649,--,--,--,--,--,78229,--,--,--,--,--,68363,--,93156,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
IZ INFORMATIONCIENCE,--,--,--,114794,--,--,--,--,--,--,--,--,--,--,--,96634,--,--,2624,--,--,24011,--,--
ZC CSC,--,--,--,104137,--,--,--,--,--,--,--,--,86608,--,--,85982,--,14963,7104,--,--,--,--,--
BG B Tech in AD,1844,17372,--,112489,--,173703,91279,--,--,121408,--,142433,94869,--,--,90963,92761,00230,5030,--,16197,18334,--,--
CS Computers,84576,--,10461,89012,89978,91230,66460,--,1166,110183,--,--,67889,--,73937,62876,63074,70619,99581,11842,12833,10553,--,111777
ES Electronics andomputer,2406,--,--,131329,--,137824,14089,--,--,124482,--,--,12244,--,--,09202,10395,22350,7613,--,21049,17897,21816,--
BB B Tech in EC,--,--,--,--,--,--,36045,--,--,104653,--,--,--,--,--,72023,--,--,7034,--,--,--,--,--
BG B Tech in AD,--,--,--,91928,--,142799,--,--,--,--,--,--,--,--,--,64747,--,--,4319,--,--,--,--,--
CS Computers,--,--,--,56709,--,--,--,--,--,--,--,--,40627,--,--,39238,--,46436,82951,--,--,74431,10383,--
ME Mechanical,--,--,--,229227,--,--,--,--,--,--,--,--,--,--,--,43947,--,--,--,--,--,--,--,--
"AD Artificialntel, Data Sc",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,77296,86118,--,3917,--,--,13495,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,46499,--,--,--,--,--,--,--,--
CS Computers,--,--,--,81218,--,--,--,--,--,--,--,--,--,--,--,75482,--,79144,0700,--,--,--,--,--
EC Electronics,--,--,18242,129555,--,--,--,--,--,--,--,--,--,--,--,96980,--,--,8528,--,--,--,--,--
"AD Artificialntel, Data Sc",0256,--,--,115381,2220,123335,87675,--,--,95836,--,--,82677,--,96355,80310,81691,95034,2710,--,12893,10506,--,--
CE Civil,9283,--,--,166971,--,--,--,--,9632,174869,--,--,34156,--,--,22856,--,32364,8111,--,18779,18016,--,--
CS Computers,77357,--,--,96074,--,99300,73112,11124,--,96594,--,100140,66645,--,--,63689,68345,66881,89917,--,92118,86668,--,99210
EC Electronics,2127,--,24277,148425,--,149726,15000,--,--,161084,--,--,14889,--,--,07188,12817,17690,5611,18448,17276,13491,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,505,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,472,--,--,--,--,--,--,--,--
"AD Artificialntel, Data Sc",2133,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24005,--,--,--
AI Artificialntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80475,--,--,3236,--,--,--,--,--
"CA CS (AI, Machineearning)",--,--,--,--,--,--,--,--,--,--,--,--,95875,--,--,88718,--,--,--,--,--,--,--,--
CF CS(Artificialntel.),--,--,--,--,--,--,45542,--,--,--,--,--,--,--,--,--,07020,--,--,--,--,--,--,--
CS Computers,--,--,--,10526,--,--,--,--,--,--,--,--,--,--,--,76938,--,84635,9339,--,--,--,--,--
DC Data Sciences,--,--,--,10907,--,--,--,--,--,--,--,--,--,--,--,06450,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,95587,--,--,--,--,--,26688,--,--
ES Electronics andomputer,--,--,--,--,--,--,--,--,--,--,--,--,24610,--,--,04073,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,198683,--,--,--,10228,--,--,--,--,--,93022,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,87,--,--,--,--,--,--,--,--
CS Computers,2799,--,--,--,--,--,--,--,--,--,--,138264,--,--,--,96928,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,18611,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,37053,--,--,--,--,--,27279,--,--,--,--,--,--,--,--
"AD Artificialntel, Data Sc",--,15484,--,--,--,--,06670,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"CA CS (AI, Machineearning)",--,--,--,--,--,--,--,--,--,--,--,109823,--,--,--,--,--,--,7699,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,68093,--,--,5059,--,--,--,--,--
CY CS- Cyberecurity,--,--,--,12781,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DS Comp. Sc. Engg-ata Sc.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,83897,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,93254,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,85128,--,24335,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
